,0,1,2,3
0,0.10962996765765612,0.2883891177808954,0.3097248182824512,0.29225609627899735
1,0.4060996781373767,0.0002763399414520107,0.16426927628789473,0.4293547056332766
2,0.13026670336887777,0.3090136355590904,0.14816352065414237,0.4125561404178894
3,0.2842453551230161,0.24251969683228883,0.15722153038895006,0.31601341765574514
4,0.4401970792437262,0.19069680526479293,0.3251544829782174,0.04395163251326335
5,0.16922641227283636,0.38195715544768455,0.23253649777391355,0.2162799345055656
6,0.356990830480722,0.4633008617197262,0.07941470240871618,0.10029360539083558
7,0.10354551443084792,0.3255496824785026,0.17975415583951027,0.3911506472511393
8,0.47984002056893,0.18391540087090255,0.14593089728737804,0.19031368127278933
9,0.15646443256429302,0.24749612784094324,0.32692989379299126,0.26910954580177243
10,0.1984723932344265,0.26050222252100996,0.20793505002307996,0.3330903342214836
11,0.2906139029804365,0.4030923448382311,0.2773037404559305,0.02899001172540192
12,0.30309977245535075,0.27731432612635204,0.3523732339301079,0.06721266748818919
13,0.49483951980834523,0.2520239017759387,0.24007513668220828,0.013061441733507683
14,0.2622967680746579,0.26457927334573494,0.38297886593644054,0.09014509264316652
15,0.20014406576225532,0.0977706204327785,0.2791748318549278,0.42291048195003844
16,0.26896050025895496,0.4764714755702299,0.16316146259405262,0.09140656157676243
17,0.23382842229980855,0.1508670376342633,0.35152966604506974,0.2637748740208583
18,0.08459294163238634,0.17330756518595905,0.352125425069788,0.3899740681118665
19,0.21162527213321808,0.29093812406799485,0.16764328910332169,0.32979331469546536
20,0.42977284530750065,0.04350641616252849,0.5029010569081748,0.023819681621796165
21,0.2306872921896251,0.33394889594849037,0.21859285334219314,0.21677095851969136
22,0.20342706396395197,0.050109439440563765,0.4010087609447994,0.3454547356506848
23,0.21270929851163753,0.20245687497675585,0.09285737831685081,0.49197644819475583
24,0.15338639299794257,0.5714054709823054,0.24890537675739222,0.02630275926235978
25,0.2955137242566218,0.24187381861000984,0.30451786814653586,0.1580945889868324
26,0.3608496949399558,0.03882937191975764,0.266774647219596,0.33354628592069063
27,0.3464019438594063,0.05279235370340422,0.32766943664744325,0.27313626578974615
28,0.0768713676022098,0.1382976979483334,0.3267427525410682,0.4580881819083887
29,0.30372330337976255,0.057358381317536185,0.31739769668193746,0.3215206186207638
30,0.05569251631918198,0.061791482520916007,0.19155745658068982,0.6909585445792122
31,0.08124990828894044,0.2727769053263945,0.3775487083502844,0.2684244780343807
32,0.32645049216318084,0.15863245912696117,0.23551175806952176,0.27940529064033626
33,0.38142049348649604,0.12494982792045828,0.24775566838739468,0.24587401020565097
34,0.5320358931294396,0.27339908454040013,0.03566907695813705,0.15889594537202312
35,0.008095309667870821,0.5338336029100584,0.005817122750701362,0.4522539646713693
36,0.27201874998350417,0.3600947031438707,0.15093227268800363,0.2169542741846214
37,0.31770110352005543,0.4333150869507212,0.16009216820118835,0.08889164132803506
38,0.2124540139064724,0.3527178914956003,0.08266098614344808,0.35216710845447924
39,0.1301555259654606,0.36926313242926195,0.23816450074192236,0.26241684086335515
40,0.497803572053178,0.08796167810162464,0.3273728183414234,0.08686193150377398
41,0.30226285441274314,0.1209706918028844,0.28355208729786474,0.2932143664865078
42,0.2848160412666441,0.192258462075687,0.3901639250086874,0.13276157164898145
43,0.023926569582407964,0.4408298464886377,0.0020880251582086643,0.5331555587707457
44,0.29111791401177867,0.27146024317047585,0.23891472063207328,0.1985071221856722
45,0.29299611670714093,0.18120391497339527,0.22942064344449373,0.2963793248749702
46,0.06244564043334752,0.4670172053098464,0.1678026198086896,0.30273453444811643
47,0.2617731686947527,0.007548497202783367,0.045904973829435106,0.6847733602730289
48,0.6368027424542672,0.15590391125893668,0.16678906542984595,0.04050428085695027
49,0.002844704954885533,0.009141243598670449,0.07132198067494755,0.9166920707714965
50,0.18879068348992334,0.29530643442325394,0.19022918206664838,0.32567370002017443
51,0.10733988782895595,0.3535697237449844,0.06084755684476886,0.47824283158129066
52,0.1544878056447409,0.34348688812832057,0.29695886844122443,0.20506643778571418
53,0.23654691557110163,0.1641656419871516,0.3044917300549683,0.29479571238677843
54,0.26313996269689244,0.08998223273052375,0.3188482760827846,0.32802952848979927
55,0.20773283533806866,0.3504454404547835,0.3888088284944618,0.05301289571268614
56,0.41621595189232824,0.20076876336008764,0.022230372493834194,0.36078491225375003
57,0.325363449595881,0.05278886612154155,0.23174363784427862,0.3901040464382989
58,0.3917625533624876,0.04845993462341817,0.5282828616681464,0.03149465034594792
59,0.1989547453182234,0.3595823177507487,0.4398954860103415,0.0015674509206864084
60,0.3627694240304236,0.046892455983414266,0.2683018760699991,0.322036243916163
61,0.32933847261413146,0.19445906878185573,0.0686641038034516,0.4075383548005612
62,0.19099922458951252,0.19616171539635857,0.4272616958414659,0.18557736417266302
63,0.4916732630702901,0.13397862626608015,0.12459192247711721,0.24975618818651246
