,0,1,2,3,4,5,6,7
0,0.19301102291245448,0.09665480746683633,0.0947091854792593,0.13357430813466906,0.06244431439910595,0.1011497999055566,0.13705283449309777,0.1814037272090204
1,0.03805646279515961,0.21796947953773443,0.14557249352652685,0.012823377687655098,0.09768454256596944,0.20372507496662803,0.17999367751909423,0.10417489140123226
2,0.1886349564078132,0.18580041685710028,0.08537659880252788,0.04816021728615722,0.12557490398572202,0.13099530578772825,0.19135700699463482,0.044100593878316295
3,0.1798695551602541,0.1953033342152639,0.09449734987827331,0.10005248509108995,0.04766151280186235,0.13881400791503307,0.16499653992227126,0.078805215015952
4,0.2436213484202353,0.0592414141611492,0.021490817157835178,0.23193542160535863,0.08094182690077383,0.028632320601042576,0.1709236539857851,0.16321319716782015
5,0.04303130736536911,0.049079593312413815,0.03529116029973254,0.2592102052259334,0.01555122174707973,0.2590392457364575,0.1897648863838703,0.14903237992914362
6,0.1775057227326949,0.07995078779302886,0.06644864788255342,0.12561567060723744,0.04545175850859061,0.06062330327002693,0.19481579114814598,0.24958831805772172
7,0.17100764314730663,0.15463164262479712,0.13840837462134936,0.06033328736382173,0.027515038268770855,0.05011658000266425,0.20694813568106826,0.19103929829022173
8,0.08352759048997382,0.12796677309899793,0.1446422328278349,0.19599660039618758,0.04548901290677213,0.20091267287198267,0.05012252737095015,0.15134259003730086
9,0.16815820568948608,0.163088038197058,0.1535852477198366,0.15789157998357306,0.06251867228581494,0.14175444549181615,0.08583885804311653,0.06716495258929872
10,0.2187630346580737,0.22390783679485338,0.06210755261818907,0.09168757019211674,0.07459074649780406,0.0932032306550359,0.08404106849852923,0.151698960085398
11,0.12180774413167006,0.009892529437991621,0.06486888951123541,0.07236563258268142,0.22315672767685904,0.2377864569075703,0.12459751199238717,0.145524507759605
12,0.1957603531107598,0.19339262186258557,0.10137366616717434,0.06529371966735828,0.21034026685297313,0.07948311378645419,0.09245998551212087,0.06189627304057387
13,0.2110622930642827,0.2138783588901606,0.00820731962198666,0.16212713901548495,0.043856051749124436,0.07120714506015328,0.15366621021590823,0.135995482382899
14,0.13587937158089186,0.11753832022543871,0.16733727602417084,0.130459796996602,0.07782227528089344,0.16848484515636244,0.09858211808927361,0.1038959966463672
15,0.09573791667682023,0.14746658416121372,0.17896074200089088,0.051768214170759795,0.11992380943363415,0.21821035125304894,0.11301426483014193,0.07491811747349038
16,0.1071994463620728,0.29513747359652487,0.13392614026302838,0.11582891589035968,0.24802125774901482,0.06564519609227874,0.021541995098512384,0.01269957494820842
17,0.19277857614122768,0.02151151567571591,0.1612197868375091,0.07768802044347561,0.11620464438391298,0.167868594932686,0.1050824883809874,0.15764637320448535
18,0.2040832336843067,0.24470498271597566,0.019785884883020646,0.10394779169490756,0.023857130549588726,0.15852145967234585,0.18234014636578935,0.06275937043406549
19,0.19939517236833837,0.2037467079845934,0.023945993367474418,0.05595906295065018,0.003537265545830155,0.2517528172436361,0.1508155284262382,0.11084745211323914
20,0.16815650339695487,0.09965163866373047,0.1676898942043568,0.0446826266274735,0.11988767539798782,0.15093995924370243,0.14314332875143512,0.10584837371435889
21,0.21647894819621014,0.17662636955341451,0.008343259192140462,0.19181454741987575,0.03912775643362387,0.12567650138394754,0.17176177792643124,0.07017083989435628
22,0.209905875568598,0.01941546452003495,0.07824487442713657,0.06315681391223335,0.0835753622493425,0.3416149201103256,0.0022848771890074536,0.20180181202332165
23,0.05581857158936183,0.14057532118304414,0.06420919442328707,0.17447526535862445,0.1903688977519907,0.040955751068426166,0.19730488771110063,0.13629211091416502
24,0.03560571379591728,0.25784959127437995,0.10279693320942294,0.2843259413495576,0.24329787795805552,0.05144393417169903,0.01561534914404054,0.009064659096927113
25,0.0941683092913231,0.175299056336703,0.22989215133829732,0.033420352997857915,0.17380121433236656,0.06698880110527705,0.1320695036921296,0.09436061090604535
26,0.032319710477081036,0.2147031177968322,0.16229502505805007,0.01921465141406209,0.11485298262579571,0.1827635024078046,0.04384787581402715,0.23000313440634712
27,0.03791707800939534,0.10418737452105417,0.09980057063484998,0.18567364838183545,0.05390988192066083,0.13483413697384494,0.18318406011146227,0.20049324944689695
28,0.17786468912221973,0.04380033776784079,0.09318889314010116,0.1899746224873104,0.2201232496573957,0.04437771607994984,0.06071883559991256,0.16995165614526977
29,0.19602986470592604,0.07698475884704599,0.11283230240482371,0.05014756090512329,0.02557379010320643,0.19488649329222085,0.17550738452690098,0.16803784521475273
30,0.20641644228268277,0.025040463375603707,0.13594086771918523,0.24911180332158872,0.22659643387209072,0.027265577502511868,0.019376360425585146,0.11025205150075179
31,0.2057987340680579,0.19607985508237985,0.18007306670471088,0.06377930407237904,0.11559118218624885,0.09671595494256469,0.02677571212697238,0.11518619081668646
32,0.19031534280855628,0.24873495544644067,0.11687903819696789,0.10883091862650304,0.15745403698616914,0.009333796304972958,0.05923168658423134,0.1092202250461586
33,0.06415247191549704,0.11323732567476263,0.027533680679438288,0.15077184768595311,0.1848471912331005,0.09475328001127169,0.18298914041393838,0.18171506238603838
34,0.15628574349267838,0.09646635191583203,0.1363250896133962,0.05795217368949506,0.04974156493994101,0.2731149849165824,0.05254406862703836,0.1775700228050364
35,0.24332941058894406,0.06632442021476247,0.2599809326203022,0.12921513472183302,0.014195460040060824,0.06097164423903613,0.08206108896988361,0.1439219086051777
