,0,1
0,0.41477129991090994,0.58522870008909
1,0.3341645505132983,0.6658354494867017
2,0.4390026718684449,0.560997328131555
3,0.6030042897948151,0.3969957102051848
4,0.9007007474518209,0.09929925254817892
5,0.6126008224132429,0.38739917758675724
6,0.5816289599374508,0.41837104006254916
7,0.5643703029530482,0.43562969704695176
8,0.572141336069262,0.42785866393073807
9,0.5501754172266293,0.4498245827733706
10,0.2833333970322867,0.7166666029677132
11,0.5635137485271118,0.43648625147288816
12,0.5183982329296658,0.48160176707033414
13,0.3862801541497,0.6137198458503
14,0.5389857080983167,0.4610142919016833
15,0.43078595014827664,0.5692140498517233
16,0.9748675849668936,0.025132415033106405
17,0.4919589538760753,0.5080410461239248
18,0.43205072798005106,0.5679492720199489
19,0.8414884167522829,0.1585115832477171
20,0.5940511468379189,0.4059488531620811
21,0.6510669532753135,0.3489330467246865
22,0.5074489601408287,0.4925510398591712
23,0.5608180131441373,0.43918198685586274
24,0.8844750389092098,0.11552496109079027
25,0.4521613844866192,0.5478386155133809
26,0.09095415429260316,0.9090458457073969
27,0.6963479743944907,0.3036520256055093
28,0.6518451338962138,0.3481548661037862
29,0.2272218897727443,0.7727781102272557
30,0.41756427304311167,0.5824357269568883
31,0.4631812143146709,0.536818785685329
32,0.5994107986401616,0.40058920135983844
33,0.7884140027176936,0.21158599728230645
34,0.7035454715348868,0.2964545284651132
35,0.9048750717936469,0.09512492820635314
36,0.31846265297349236,0.6815373470265077
37,0.8975358936704498,0.10246410632955018
38,0.6587450180609908,0.34125498193900927
39,0.03662607489043412,0.9633739251095659
40,0.33387037675657155,0.6661296232434284
41,0.5674193415118222,0.4325806584881778
42,0.8799784123149396,0.12002158768506048
43,0.608487812138442,0.39151218786155784
44,0.4638021993336841,0.5361978006663158
45,0.33139196405893795,0.6686080359410621
46,0.984640520728103,0.015359479271896936
47,0.5940355277946773,0.4059644722053227
48,0.006658996728518859,0.9933410032714811
49,0.3979661224352178,0.6020338775647822
50,0.5628871415572234,0.4371128584427766
51,0.854565842268563,0.145434157731437
52,0.6059369465452538,0.3940630534547462
53,0.6790886395172325,0.3209113604827675
54,0.14558649981910218,0.8544135001808978
55,0.9821220869073394,0.01787791309266057
56,0.5045246264045222,0.49547537359547783
57,0.3656080954945055,0.6343919045054945
58,0.5791085978760777,0.4208914021239223
59,0.891713337829544,0.10828666217045603
60,0.45980002256658103,0.540199977433419
61,0.11545919681167706,0.884540803188323
62,0.36507155940023367,0.6349284405997663
63,0.005032959368048795,0.9949670406319512
64,0.4193975771820825,0.5806024228179175
65,0.5239749058531161,0.47602509414688376
66,0.3296313466733606,0.6703686533266394
67,0.5946324227816127,0.40536757721838734
68,0.09070099973206362,0.9092990002679364
69,0.38344560428768887,0.6165543957123111
70,0.3404526980282556,0.6595473019717444
71,0.4899144793667977,0.5100855206332023
72,0.9391374988800045,0.060862501119995464
73,0.5637970110530811,0.43620298894691883
74,0.582734531316199,0.4172654686838009
75,0.6656476173044978,0.33435238269550216
76,0.6046131760118678,0.39538682398813224
77,0.45108407037056436,0.5489159296294356
78,0.5479114149287072,0.4520885850712928
79,0.7581643177508195,0.24183568224918053
80,0.5769761317644299,0.4230238682355701
81,0.8389368725130021,0.1610631274869979
82,0.30922799567845366,0.6907720043215463
83,0.9184174782240286,0.08158252177597125
84,0.5191118666756073,0.48088813332439273
85,0.18127061397470623,0.8187293860252938
86,0.5469701501366458,0.4530298498633541
87,0.9512390742753825,0.048760925724617515
88,0.12443717668791113,0.8755628233120889
89,0.5601880882313965,0.4398119117686035
90,0.4145729336721655,0.5854270663278345
91,0.305972502901968,0.6940274970980321
92,0.6674906575616144,0.3325093424383857
